PLAZA,CR TIENDA,DESC_TIENDA,MONTO SIN IMPUESTOS ,MONTO CON IMPUESTOS 
10TIJ Tijuana Centro,50ZXH,Bugambilias TIJ,135,159.975
10TIJ Tijuana Centro,50ZXL,Campestre Murua TIJ,100,118.5
10TIJ Tijuana Centro,50ZXU,Parque TIJ,150,177.75
10TIJ Tijuana Este,500L9,Silao TIJ,50,59.25
10TIJ Tijuana Este,500OR,Pineda TIJ,100,118.5
10TIJ Tijuana Este,50147,VENUS TIJ,50,59.25
10TIJ Tijuana Este,501DH,Silbona TIJ,300,355.5
10TIJ Tijuana Este,501GB,Tolteca TIJ,150,177.75
10TIJ Tijuana Este,501H2,Atotonilco TIJ,50,59.25
10TIJ Tijuana Este,501YE,La Noria TIJ,50,59.25
10TIJ Tijuana Este,501YT,Maples TIJ,50,59.25
10TIJ Tijuana Este,50339,Puebla TIJ,150,177.75
10TIJ Tijuana Este,504JC,Exe TIJ,150,177.75
10TIJ Tijuana Este,505SI,Ixtepec TIJ,200,237
10TIJ Tijuana Este,507M9,Pai Pai TIJ,100,118.5
10TIJ Tijuana Este,507R8,Del Alba TIJ,50,59.25
10TIJ Tijuana Este,508OV,Chichen Itza TIJ,50,59.25
10TIJ Tijuana Este,508PV,Degollado TIJ,50,59.25
10TIJ Tijuana Este,508XQ,Amanecer TIJ,150,177.75
10TIJ Tijuana Este,5091Y,Belmonte TIJ,100,118.5
10TIJ Tijuana Este,50989,Camichin TIJ,200,237
10TIJ Tijuana Este,509F3,Nevados TIJ,250,296.25
10TIJ Tijuana Este,509T9,Kilauea TIJ,100,118.5
10TIJ Tijuana Este,50AEK,Aldrete TIJ,135,159.975
10TIJ Tijuana Este,50AGQ,Angeles TIJ,100,118.5
10TIJ Tijuana Este,50AHJ,Santa Anita TIJ,100,118.5
10TIJ Tijuana Este,50AKN,Atenas TIJ,50,59.25
10TIJ Tijuana Este,50AOB,Bitz TIJ,200,237
10TIJ Tijuana Este,50ARF,Jade TIJ,200,237
10TIJ Tijuana Este,50AWN,Anahuac TIJ,250,296.25
10TIJ Tijuana Este,50BET,Beta TIJ,150,177.75
10TIJ Tijuana Este,50BMX,Rodeo TIJ,150,177.75
10TIJ Tijuana Este,50BQW,Del Bosque TIJ,100,118.5
10TIJ Tijuana Este,50BUA,Buenos Aires TIJ,50,59.25
10TIJ Tijuana Este,50CAD,Cerro Colorado TIJ,150,177.75
10TIJ Tijuana Este,50CCP,Tanama TIJ,50,59.25
10TIJ Tijuana Este,50CWL,Acaponeta TIJ,50,59.25
10TIJ Tijuana Este,50DBA,Tecate TIJ,50,59.25
10TIJ Tijuana Este,50DYK,Mabamex TIJ,50,59.25
10TIJ Tijuana Este,50ECI,Pipila TIJ,100,118.5
10TIJ Tijuana Este,50EJ6,Defensores TIJ,50,59.25
10TIJ Tijuana Este,50EKF,Autodromo TIJ,100,118.5
10TIJ Tijuana Este,50EWB,Bardot TIJ,100,118.5
10TIJ Tijuana Este,50EWN,Nogal TIJ,100,118.5
10TIJ Tijuana Este,50FHD,Abejas TIJ,150,177.75
10TIJ Tijuana Este,50FLD,Florido TIJ,50,59.25
10TIJ Tijuana Este,50H6Q,Xico TIJ,200,237
10TIJ Tijuana Este,50HCZ,Catavina TIJ,350,414.75
10TIJ Tijuana Este,50I2P,Oscar TIJ,100,118.5
10TIJ Tijuana Este,50IQ0,Michoacan TIJ,50,59.25
10TIJ Tijuana Este,50IXB,Mixcoac TIJ,50,59.25
10TIJ Tijuana Este,50JM3,Azalea TIJ,100,118.5
10TIJ Tijuana Este,50JMT,Matamoros III TIJ,50,59.25
10TIJ Tijuana Este,50JPL,Arcos TIJ,600,711
10TIJ Tijuana Este,50JSC,Los Valles TIJ,100,118.5
10TIJ Tijuana Este,50JSD,Ara TIJ,700,829.5
10TIJ Tijuana Este,50JSN,Centro Urbano TIJ,50,59.25
10TIJ Tijuana Este,50JSO,Cuchilla TIJ,100,118.5
10TIJ Tijuana Este,50JUE,Aranjuez TIJ,150,177.75
10TIJ Tijuana Este,50JXG,Toledo TIJ,50,59.25
10TIJ Tijuana Este,50JXN,Zafiro TIJ,1900,2251.5
10TIJ Tijuana Este,50KIR,Ribera TIJ,100,118.5
10TIJ Tijuana Este,50KXE,Margaritas TIJ,300,355.5
10TIJ Tijuana Este,50LBX,Tortugas TIJ,50,59.25
10TIJ Tijuana Este,50LIM,Limon TIJ,50,59.25
10TIJ Tijuana Este,50LJD,Linea Tecate TIJ,135,159.975
10TIJ Tijuana Este,50LQA,Casa Grande TIJ,250,296.25
10TIJ Tijuana Este,50M64,Mesa Redonda TIJ,150,177.75
10TIJ Tijuana Este,50MCG,Loma Tova TIJ,50,59.25
10TIJ Tijuana Este,50MTJ,Matamoros TIJ,150,177.75
10TIJ Tijuana Este,50MZY,Manzanilla TIJ,150,177.75
10TIJ Tijuana Este,50NE5,Polideportivo TIJ,200,237
10TIJ Tijuana Este,50NEI,San Ignacio TIJ,150,177.75
10TIJ Tijuana Este,50NXN,Santa Rosa TIJ,50,59.25
10TIJ Tijuana Este,50NZD,Templado TIJ,100,118.5
10TIJ Tijuana Este,50O1B,Pistacho TIJ,150,177.75
10TIJ Tijuana Este,50O2C,Naranjo TIJ,50,59.25
10TIJ Tijuana Este,50O7E,Conce TIJ,100,118.5
10TIJ Tijuana Este,50O7F,Celaya TIJ,50,59.25
10TIJ Tijuana Este,50O7T,Cocula TIJ,1000,1185
10TIJ Tijuana Este,50OBM,Limas TIJ,100,118.5
10TIJ Tijuana Este,50OCB,Casa Blanca TIJ,650,770.25
10TIJ Tijuana Este,50OJD,Jardin Dorado TIJ,100,118.5
10TIJ Tijuana Este,50OLF,Las Fuentes TIJ,650,770.25
10TIJ Tijuana Este,50OLO,Lobos TIJ,100,118.5
10TIJ Tijuana Este,50OUL,Cholula TIJ,100,118.5
10TIJ Tijuana Este,50OVA,Valle Verde II TIJ,100,118.5
10TIJ Tijuana Este,50OVE,Venecia TIJ,50,59.25
10TIJ Tijuana Este,50OYU,Alaska TIJ,200,237
10TIJ Tijuana Este,50PLB,Cuchuma TIJ,300,355.5
10TIJ Tijuana Este,50PQZ,Polanco TIJ,100,118.5
10TIJ Tijuana Este,50QDC,Del Cerezo TIJ,50,59.25
10TIJ Tijuana Este,50QIR,Caporal TIJ,200,237
10TIJ Tijuana Este,50QKI,Del Alamo TIJ,100,118.5
10TIJ Tijuana Este,50QTV,Encanto Norte TIJ,50,59.25
10TIJ Tijuana Este,50QUM,Las Palmas TIJ,50,59.25
10TIJ Tijuana Este,50QUX,Chicharo TIJ,100,118.5
10TIJ Tijuana Este,50R64,Pascual TIJ,200,237
10TIJ Tijuana Este,50RL2,Del Bajio TIJ,950,1125.75
10TIJ Tijuana Este,50SEO,Paseos TIJ,100,118.5
10TIJ Tijuana Este,50SIM,Cananea TIJ,50,59.25
10TIJ Tijuana Este,50SVC,Sevilla TIJ,50,59.25
10TIJ Tijuana Este,50SWD,Manglar TIJ,50,59.25
10TIJ Tijuana Este,50T3K,Jesus Maria TIJ,100,118.5
10TIJ Tijuana Este,50TE8,Cadereyta TIJ,50,59.25
10TIJ Tijuana Este,50TG9,Monte Alban TIJ,50,59.25
10TIJ Tijuana Este,50TKO,Ponderoza TIJ,450,533.25
10TIJ Tijuana Este,50TLD,Florido II TIJ,50,59.25
10TIJ Tijuana Este,50TTO,Las Torres TIJ,100,118.5
10TIJ Tijuana Este,50TUW,Jungla TIJ,100,118.5
10TIJ Tijuana Este,50TXX,Leona Vicario TIJ,100,118.5
10TIJ Tijuana Este,50U6A,Rosalia TIJ,50,59.25
10TIJ Tijuana Este,50UGT,Acuario TIJ,500,592.5
10TIJ Tijuana Este,50ULM,Tulum TIJ,100,118.5
10TIJ Tijuana Este,50V7X,Seminario TIJ,50,59.25
10TIJ Tijuana Este,50VBZ,Avila Camacho TIJ,50,59.25
10TIJ Tijuana Este,50VFD,Villa del Campo TIJ,50,59.25
10TIJ Tijuana Este,50VKU,Venados TIJ,50,59.25
10TIJ Tijuana Este,50VLX,Villacruz TIJ,50,59.25
10TIJ Tijuana Este,50VNA,Villa Fontana TIJ,250,296.25
10TIJ Tijuana Este,50VOR,Villa del Real TIJ,50,59.25
10TIJ Tijuana Este,50VYV,El Refugio TIJ,150,177.75
10TIJ Tijuana Este,50WAA,Natura TIJ,100,118.5
10TIJ Tijuana Este,50WBT,Europa TIJ,250,296.25
10TIJ Tijuana Este,50WID,Clinica Uno TIJ,50,59.25
10TIJ Tijuana Este,50WQG,Agricola TIJ,600,711
10TIJ Tijuana Este,50X9X,Altiplano  TIJ,50,59.25
10TIJ Tijuana Este,50XFF,Carlos TIJ,100,118.5
10TIJ Tijuana Este,50XSA,La Encantada TIJ,200,237
10TIJ Tijuana Este,50XZT,Zapata TIJ,150,177.75
10TIJ Tijuana Este,50YFE,Mayapan TIJ,50,59.25
10TIJ Tijuana Este,50YVS,Villa del Sol TIJ,100,118.5
10TIJ Tijuana Este,50Z35,Pastizales TIJ,100,118.5
10TIJ Tijuana Este,50ZGE,Leon TIJ,50,59.25
10TIJ Tijuana Este,50ZVW,Tlaquepaque TIJ,100,118.5
10TIJ Tijuana Este,50ZWH,Simon Bolivar TIJ,200,237
10TIJ Tijuana Este,50ZXK,Capistrano TIJ,300,355.5
10TIJ Tijuana Este,50ZXW,Toros TIJ,100,118.5
10TLC Morelia Costa,5016E,Fira MLM,150,177.75
10TLC Morelia Costa,502F8,Lazaro Playa Azul TLC,50,59.25
10TLC Morelia Costa,502FD,La Valenciana TLC,50,59.25
10TLC Morelia Costa,502SX,Latina MLM,50,59.25
10TLC Morelia Costa,502ZK,Jucutacato MLM,50,59.25
10TLC Morelia Costa,5038A,Pista Vieja MLM,50,59.25
10TLC Morelia Costa,503OO,URUAPAN RAYON MLM,50,59.25
10TLC Morelia Costa,504HU,Tecario MLM,250,296.25
10TLC Morelia Costa,50575,Guacamaya Zocalo MLM,100,118.5
10TLC Morelia Costa,505Q9,Viaducto MLM,50,59.25
10TLC Morelia Costa,506AN,Paricutin MLM,100,118.5
10TLC Morelia Costa,506LE,Papelera MLM,250,296.25
10TLC Morelia Costa,506YA,Tingambato MLM,50,59.25
10TLC Morelia Costa,5075I,Gran Parada MLM,300,355.5
10TLC Morelia Costa,507O7,Zihua La Noria TLC,100,118.5
10TLC Morelia Costa,507WI,Gardenia TLC,100,118.5
10TLC Morelia Costa,5082C,Sol Naciente MLM,200,237
10TLC Morelia Costa,5086M,Esteban Vaca TLC,50,59.25
10TLC Morelia Costa,508DY,Patzcuaro Querenda MLM,150,177.75
10TLC Morelia Costa,508HT,Tinguindin MLM,200,237
10TLC Morelia Costa,508YM,Periban Centro MLM,100,118.5
10TLC Morelia Costa,5091J,Fco Villa TLC,100,118.5
10TLC Morelia Costa,509XZ,San Sebastian MLM,250,296.25
10TLC Morelia Costa,50AIH,Cofradia MLM,50,59.25
10TLC Morelia Costa,50ARU,Arb.de la Huerta MLM,270,319.95
10TLC Morelia Costa,50AUV,Uruapan Aldama MLM,100,118.5
10TLC Morelia Costa,50B3T,La Mora MLM,800,948
10TLC Morelia Costa,50B8O,El Cristo TLC,100,118.5
10TLC Morelia Costa,50BJA,Tacambaro Plaza MOR,200,237
10TLC Morelia Costa,50BJO,LazaroLasTruchas MOR,50,59.25
10TLC Morelia Costa,50BML,Apa Biblioteca MLM,50,59.25
10TLC Morelia Costa,50BN0,San Francisco Periban MLM,150,177.75
10TLC Morelia Costa,50BQD,MiradorTacambaro MLM,50,59.25
10TLC Morelia Costa,50CHR,Carapan MLM,100,118.5
10TLC Morelia Costa,50CXL,Apa La Nopalera MOR,100,118.5
10TLC Morelia Costa,50D4Z,Opopeo MLM,50,59.25
10TLC Morelia Costa,50DJV,Uruapan Cereso MLM,250,296.25
10TLC Morelia Costa,50DK1,Chandio MLM,100,118.5
10TLC Morelia Costa,50FEF,Rincon de Aguililla MLM,600,711
10TLC Morelia Costa,50FH6,Posquelite TLC,100,118.5
10TLC Morelia Costa,50FZI,Rosa de Castilla MLM,350,414.75
10TLC Morelia Costa,50G0I,Don Vasco TLC,50,59.25
10TLC Morelia Costa,50GGA,Lazaro Delfin MLM,100,118.5
10TLC Morelia Costa,50GP2,Los Reyes Estacion TLC,100,118.5
10TLC Morelia Costa,50GT4,Cherangueran TLC,100,118.5
10TLC Morelia Costa,50GU9,Nicolas Bravo TLC,200,237
10TLC Morelia Costa,50HIJ,Lazaro Tec. MLM,50,59.25
10TLC Morelia Costa,50HJI,Lazaro Las TorresMLM,50,59.25
10TLC Morelia Costa,50HJW,La Catrina MLM,150,177.75
10TLC Morelia Costa,50IDU,Industrial MLM,150,177.75
10TLC Morelia Costa,50II7,Tocumbo MLM,150,177.75
10TLC Morelia Costa,50IKD,Zihua Aeropuerto MLM,50,59.25
10TLC Morelia Costa,50IKF,Ixtapa del Carmen MLM,50,59.25
10TLC Morelia Costa,50IPP,Principal MLM,180,213.3
10TLC Morelia Costa,50IXO,Lazaro Central MLM,150,177.75
10TLC Morelia Costa,50IXW,Ixtapa Plaza MLM,50,59.25
10TLC Morelia Costa,50IZR,Lazaro 1814 MLM,50,59.25
10TLC Morelia Costa,50IZU,Uruapan Clavel MLM,50,59.25
10TLC Morelia Costa,50JHA,Chiapas MLM,200,237
10TLC Morelia Costa,50JLU,Ixtapa Marina MLM,100,118.5
10TLC Morelia Costa,50K73,Tejerias MLM,100,118.5
10TLC Morelia Costa,50KFM,TacambarodelSur MLM,250,296.25
10TLC Morelia Costa,50KL0,Corregidora MLM,100,118.5
10TLC Morelia Costa,50KVI,Constituyentes MLM,550,651.75
10TLC Morelia Costa,50KVV,Vivero MLM,200,237
10TLC Morelia Costa,50KW0,Miguel Silva MLM,400,474
10TLC Morelia Costa,50L8H,Apa Las Campanas MLM,150,177.75
10TLC Morelia Costa,50L91,Lazaro la Orillita MLM,50,59.25
10TLC Morelia Costa,50LGY,LazaroGuacamayas MLM,100,118.5
10TLC Morelia Costa,50LYX,Lazaro Entronque MLM,100,118.5
10TLC Morelia Costa,50LZZ,Lazaro Cardenas MLM,50,59.25
10TLC Morelia Costa,50M1S,Patzcuaro Embarcadero TLC,150,177.75
10TLC Morelia Costa,50M9V,Suecu MLM,350,414.75
10TLC Morelia Costa,50MH9,Playa Jardin MLM,50,59.25
10TLC Morelia Costa,50NQG,CAP MLM,200,237
10TLC Morelia Costa,50NZL,Lazaro-Naval MLM,100,118.5
10TLC Morelia Costa,50OD1,Honduras MLM,100,118.5
10TLC Morelia Costa,50OL0,Zumpimito MLM,50,59.25
10TLC Morelia Costa,50OU1,Lombardia MLM,100,118.5
10TLC Morelia Costa,50OY1,San Pedro MLM,200,237
10TLC Morelia Costa,50P9A,Lazaro del Canal MLM,50,59.25
10TLC Morelia Costa,50PZ3,16 De Septiembre MLM,150,177.75
10TLC Morelia Costa,50Q8Z,Plan de San Luis 1 MLM,450,533.25
10TLC Morelia Costa,50Q98,Peta Revoluci n TLC,50,59.25
10TLC Morelia Costa,50QAY,Manatiales MLM,350,414.75
10TLC Morelia Costa,50QD9,La Cima MLM,200,237
10TLC Morelia Costa,50QEZ,Zihua Juarez MLM,50,59.25
10TLC Morelia Costa,50QHJ,Quirindavara MLM,150,177.75
10TLC Morelia Costa,50QIB,Jicalan MLM,200,237
10TLC Morelia Costa,50QQW,IMSS MOR,100,118.5
10TLC Morelia Costa,50QTG,Tanganxoan MLM,350,414.75
10TLC Morelia Costa,50QWY,Mapri MLM,100,118.5
10TLC Morelia Costa,50R9N,Uruapan Expo MLM,200,237
10TLC Morelia Costa,50ROF,Laz.Las Americas MLM,150,177.75
10TLC Morelia Costa,50RXL,La Pinera MLM,150,177.75
10TLC Morelia Costa,50S3U,Patzcuaro ISSSTE MLM,150,177.75
10TLC Morelia Costa,50SHW,Ejido Patzcuaro MLM,100,118.5
10TLC Morelia Costa,50TA3,Los Reyes Libramiento MLM,50,59.25
10TLC Morelia Costa,50TT8,Recinto Portuario MLM,50,59.25
10TLC Morelia Costa,50TZI,Cupatitzio MOR,150,177.75
10TLC Morelia Costa,50UAK,Uruapan Portal MLM,300,355.5
10TLC Morelia Costa,50UHZ,Zihua Bahia MLM,50,59.25
10TLC Morelia Costa,50UTK,Uruapan Colombia MLM,50,59.25
10TLC Morelia Costa,50VPF,Uruapan Ciruelos MLM,100,118.5
10TLC Morelia Costa,50W0I,Uruapan Paraguay,100,118.5
10TLC Morelia Costa,50W61,Ario Boulevard MLM,50,59.25
10TLC Morelia Costa,50WC8,Apa Infonavit TLC,50,59.25
10TLC Morelia Costa,50WWL,Lazaro Isla MLM,200,237
10TLC Morelia Costa,50WY2,Patzcuaro Revolucion MLM,50,59.25
10TLC Morelia Costa,50X1G,Apa Limonera MLM,100,118.5
10TLC Morelia Costa,50X5R,4 Caminos MLM,50,59.25
10TLC Morelia Costa,50XC8,El Colorin TLC,50,59.25
10TLC Morelia Costa,50XV6,Tijuana TLC,100,118.5
10TLC Morelia Costa,50YAD,Perez Coronado MLM,300,355.5
10TLC Morelia Costa,50YLH,Lazaro Petacalco MLM,350,414.75
10TLC Morelia Costa,50YMU,Lazaro Cataratas MLM,100,118.5
10TLC Morelia Costa,50YSL,Culver City MLM,50,59.25
10TLC Morelia Costa,50YT0,El Manzanillal TLC,50,59.25
10TLC Morelia Costa,50YYV,Obregon MLM,150,177.75
10TLC Morelia Costa,50ZFU,La Fuente MLM,200,237
10TLC Morelia Costa,50ZHR,Zihua Palmar MLM,50,59.25
10TLC Morelia Costa,50ZJM,Juarez MLM,200,237
10TLC Morelia Costa,50ZKS,Ramos MLM,150,177.75
10TLC Morelia Costa,50ZLU,Lazaro MLM,200,237
10TLC Morelia Costa,50ZUI,Zihua IMSS MLM,100,118.5
10TLC Morelia Norte,5000N,Zacapu Las Rosas MLM,150,177.75
10TLC Morelia Norte,500MU,Yuriria Convento MLM,100,118.5
10TLC Morelia Norte,500SH,Zacapu Abastos TLC,100,118.5
10TLC Morelia Norte,50191,Uriangato Frontera MLM,500,592.5
10TLC Morelia Norte,501K3,Valle de Acambaro MLM,200,237
10TLC Morelia Norte,501M2,Uriangato Revolucion MLM,300,355.5
10TLC Morelia Norte,5020R,Guayangareo MLM,45,53.325
10TLC Morelia Norte,502YK,El Pipila TLC,250,296.25
10TLC Morelia Norte,5038X,El Durazno TLC,50,59.25
10TLC Morelia Norte,503HJ,Cimo MLM,180,213.3
10TLC Morelia Norte,503IX,Puruandiro Casino MLM,100,118.5
10TLC Morelia Norte,503SU,Raza Maya MLM,90,106.65
10TLC Morelia Norte,503U3,Carlos Galvez TLC,300,355.5
10TLC Morelia Norte,503ZY,Coahuila MLM,50,59.25
10TLC Morelia Norte,50454,Maravatio Las Piedras MLM,100,118.5
10TLC Morelia Norte,50495,Erandeni MLM,135,159.975
10TLC Morelia Norte,504H8,Charo I MLM,100,118.5
10TLC Morelia Norte,504HS,Hacienda del Sol MLM,200,237
10TLC Morelia Norte,504JT,Uriangato Morelos MLM,400,474
10TLC Morelia Norte,504UJ,Loma Alta TLC,150,177.75
10TLC Morelia Norte,505G9,Mamey MLM,200,237
10TLC Morelia Norte,505ZE,Jaripeo MLM,100,118.5
10TLC Morelia Norte,5063I,Obrera MLM,90,106.65
10TLC Morelia Norte,5069O,Boulevard Uriangato MLM,350,414.75
10TLC Morelia Norte,506EZ,Boulevard Yuriria MLM,150,177.75
10TLC Morelia Norte,506T9,Neri TLC,50,59.25
10TLC Morelia Norte,507XS,San Juan  MLM,200,237
10TLC Morelia Norte,5088C,Portugal TLC,100,118.5
10TLC Morelia Norte,508E3,Trincheras MLM,100,118.5
10TLC Morelia Norte,508JQ,Buenavista MLM,45,53.325
10TLC Morelia Norte,508NU,ROTARISMO TLC,250,296.25
10TLC Morelia Norte,50996,Terminal Aerea MLM,150,177.75
10TLC Morelia Norte,509BK,Artilleros MLM,45,53.325
10TLC Morelia Norte,50A3R,El Cuitzillo TLC,200,237
10TLC Morelia Norte,50AFN,Acambaro el RobleMLM,50,59.25
10TLC Morelia Norte,50AHL,Trebol MLM,50,59.25
10TLC Morelia Norte,50AJM,Maravatio Norte MLM,100,118.5
10TLC Morelia Norte,50AP7,La Cienega TLC,100,118.5
10TLC Morelia Norte,50B44,Zacapu Hospital MLM,350,414.75
10TLC Morelia Norte,50BGM,Heroes de Nocupetaro MLM,45,53.325
10TLC Morelia Norte,50BJ4,Zacapu Issste MLM,50,59.25
10TLC Morelia Norte,50BV5,Zacapu Morelos MLM,50,59.25
10TLC Morelia Norte,50C29,Zacapu Central MLM,50,59.25
10TLC Morelia Norte,50C2C,El Oro MLM,150,177.75
10TLC Morelia Norte,50CML,C.U. MOR,270,319.95
10TLC Morelia Norte,50CNR,Teniente Aleman MLM,100,118.5
10TLC Morelia Norte,50D6K,Cuamio TLC,100,118.5
10TLC Morelia Norte,50DHH,Periferico II MOR,90,106.65
10TLC Morelia Norte,50DYF,Bucareli I MLM,150,177.75
10TLC Morelia Norte,50E0Z,Zacapu Glorieta MLM,150,177.75
10TLC Morelia Norte,50E3E,Moroleon Amistad MLM,400,474
10TLC Morelia Norte,50EFF,Real Universidad MLM,100,118.5
10TLC Morelia Norte,50EIG,Leovino Zavala MLM,150,177.75
10TLC Morelia Norte,50ELE,Campestre MOR,45,53.325
10TLC Morelia Norte,50EYX,Tres Marias MLM,585,693.225
10TLC Morelia Norte,50FEJ,IMSS Tres Marias MLM,200,237
10TLC Morelia Norte,50FMQ,Fco. Marquez MLM,45,53.325
10TLC Morelia Norte,50FOU,La Catolica MLM,250,296.25
10TLC Morelia Norte,50FTN,Torreon Nuevo MLM,45,53.325
10TLC Morelia Norte,50FTW,Chapultepec MLM,180,213.3
10TLC Morelia Norte,50FVG,Valle MLM,200,237
10TLC Morelia Norte,50FVJ,Hacienda MLM,50,59.25
10TLC Morelia Norte,50GA9,Manuel Villalongin TLC,50,59.25
10TLC Morelia Norte,50GD1,Zacapu Celanese MLM,300,355.5
10TLC Morelia Norte,50GII,Garcia deLeon II MLM,180,213.3
10TLC Morelia Norte,50GLW,Garcia de Leon MLM,50,59.25
10TLC Morelia Norte,50H0Z,Cuitzeo MLM,300,355.5
10TLC Morelia Norte,50HJ3,Bosques de Oriente TLC,50,59.25
10TLC Morelia Norte,50I4A,Ponciano Vega MLM,250,296.25
10TLC Morelia Norte,50IE7,Copandaro TLC,50,59.25
10TLC Morelia Norte,50IFW,Alameda MLM,45,53.325
10TLC Morelia Norte,50ITU,Moroleon-Hidalgo MLM,150,177.75
10TLC Morelia Norte,50IZV,1 de Mayo MLM,500,592.5
10TLC Morelia Norte,50J0T,Isidro Huarte MLM,45,53.325
10TLC Morelia Norte,50JFU,La Maquinita MLM,300,355.5
10TLC Morelia Norte,50K81,UriangatoColonMOR,150,177.75
10TLC Morelia Norte,50L3Z,Villa Jimenez MLM,150,177.75
10TLC Morelia Norte,50L8M,Querendaro MLM,50,59.25
10TLC Morelia Norte,50MEP,El Porvenir MLM,350,414.75
10TLC Morelia Norte,50MSD,Solidaridad MLM,450,533.25
10TLC Morelia Norte,50N12,Jesus del Monte MLM,180,213.3
10TLC Morelia Norte,50N1O,Maravatio Ocampo MLM,100,118.5
10TLC Morelia Norte,50NFQ,Zinapecuaro Hgo. MLM,50,59.25
10TLC Morelia Norte,50NPX,Uruetaro MLM,100,118.5
10TLC Morelia Norte,50NYU,Puntalba MLM,90,106.65
10TLC Morelia Norte,50O5E,Panindicuaro TLC,200,237
10TLC Morelia Norte,50O8R,Atecuaro I MLM,50,59.25
10TLC Morelia Norte,50P4R,Uriangato Juarez MLM,200,237
10TLC Morelia Norte,50P66,Claretiano MLM,100,118.5
10TLC Morelia Norte,50PPP,Portales MLM,225,266.625
10TLC Morelia Norte,50QA7,Ac mbaro Los Pinos TLC,50,59.25
10TLC Morelia Norte,50QEI,La Plaza MLM,180,213.3
10TLC Morelia Norte,50QFN,Acambaro Aldama MLM,100,118.5
10TLC Morelia Norte,50QIC,Cerro Gordo MLM,50,59.25
10TLC Morelia Norte,50QMK,Montana Monarca MLM,315,373.275
10TLC Morelia Norte,50R4A,Pancho Villa TLC,50,59.25
10TLC Morelia Norte,50RHY,Yuriria MLM,100,118.5
10TLC Morelia Norte,50S0N,ZACAPU LA 15 TLC,100,118.5
10TLC Morelia Norte,50S20,Acambaro Madero MLM,50,59.25
10TLC Morelia Norte,50S3T,Dalia TLC,50,59.25
10TLC Morelia Norte,50S4A,Uriangato la Joyita MLM,450,533.25
10TLC Morelia Norte,50S83,Rancho La Huerta TLC,50,59.25
10TLC Morelia Norte,50SFZ,Zinapecuaro Sur MLM,50,59.25
10TLC Morelia Norte,50SR1,Acambaro Guerrero MLM,200,237
10TLC Morelia Norte,50T3U,La Zarcita MLM,50,59.25
10TLC Morelia Norte,50TP6,5 de Febrero TLC,200,237
10TLC Morelia Norte,50TV6,Indaparapeo MLM,300,355.5
10TLC Morelia Norte,50U58,Tarimbaro El Prado MLM,50,59.25
10TLC Morelia Norte,50UGP,Uriangato Portal MLM,150,177.75
10TLC Morelia Norte,50UH5,Acambaro Las Vias MLM,250,296.25
10TLC Morelia Norte,50UI3,Metropolis II MOR,50,59.25
10TLC Morelia Norte,50VRK,Valle Real MLM,100,118.5
10TLC Morelia Norte,50W2H,Lerdo De Tejada MLM,100,118.5
10TLC Morelia Norte,50X04,Puruandiro Express MLM,315,373.275
10TLC Morelia Norte,50XCO,Meson Nuevo MLM,50,59.25
10TLC Morelia Norte,50XQI,Quiroga MLM,150,177.75
10TLC Morelia Norte,50Y9A,Canteras MLM,100,118.5
10TLC Morelia Norte,50YAI,Bandera MLM,225,266.625
10TLC Morelia Norte,50YAP,Altozano MLM,90,106.65
10TLC Morelia Norte,50YD0,Villachuato TLC,50,59.25
10TLC Morelia Norte,50Z2D,Puruandiro MOR,50,59.25
10TLC Morelia Norte,50Z4X,Lancaster MLM,135,159.975
10TLC Toluca Norte,501DL,Valle de Ciruelos TLC,50,59.25
10TLC Toluca Norte,501XY,Jardin Cons TLC,150,177.75
10TLC Toluca Norte,50257,Est Zitacuaro TLC,100,118.5
10TLC Toluca Norte,502BM,El Arco TLC,450,533.25
10TLC Toluca Norte,502I2,Justo TLC,100,118.5
10TLC Toluca Norte,5039I,Tejada TLC,150,177.75
10TLC Toluca Norte,503E0,Est. Encarnacion TLC,50,59.25
10TLC Toluca Norte,503GG,Est Taximaroa TLC,50,59.25
10TLC Toluca Norte,503PF,Heredia TLC,45,53.325
10TLC Toluca Norte,504UU,Fuentes Estacion TLC,350,414.75
10TLC Toluca Norte,505H7,Virreinal TLC,45,53.325
10TLC Toluca Norte,50653,Nevado TLC,50,59.25
10TLC Toluca Norte,506DV,Est. Jose Purua TLC,150,177.75
10TLC Toluca Norte,506FO,Crescencio TLC,1000,1185
10TLC Toluca Norte,506QV,Vista Bella TLC,50,59.25
10TLC Toluca Norte,507DJ,La Hortaliza TLC,100,118.5
10TLC Toluca Norte,50AKH,San Angel TLC,150,177.75
10TLC Toluca Norte,50ATK,Atlacomulco TLC,45,53.325
10TLC Toluca Norte,50AVR,Avandaro TLC,810,959.85
10TLC Toluca Norte,50BUU,Barbabosa TLC,100,118.5
10TLC Toluca Norte,50CW4,Esmeralda TLC,100,118.5
10TLC Toluca Norte,50DBD,Alborada TLC,150,177.75
10TLC Toluca Norte,50DFZ,Tuzantla TLC,300,355.5
10TLC Toluca Norte,50DNR,Estacion Avandaro TLC,360,426.6
10TLC Toluca Norte,50EEZ,Las Fuentes TLC,100,118.5
10TLC Toluca Norte,50ESF,Bicentenario TLC,45,53.325
10TLC Toluca Norte,50ESI,Jungapeo TLC,150,177.75
10TLC Toluca Norte,50EW7,Tlapujahua TLC,100,118.5
10TLC Toluca Norte,50F7T,Degollado TLC,150,177.75
